id,name,text,trans
8,,姬塔は、父親を追って\n星の島イスタルシアを目指している事を\nバザラガに告げた。,姬塔告诉巴萨拉卡，他正在追随父亲前往星之岛伊斯塔尔西亚。
9,バザラガ/巴萨拉卡,<span class='scene-font-spword'>星の島イスタルシア</span>へ、か……\nどうやら本気のようだな。,去星之岛伊斯塔尔西亚吗……看来是认真的。
10,ビィ/碧,あったりめぇよ！\n姬塔はつまんねぇ嘘なんか\n言わねえぜ！,当然了!姬塔不会说谎的！
11,バザラガ/巴萨拉卡,瘴流域を抜け、<span class='scene-font-spword'>星の島</span>を目指す……\nそのために星晶獣を倒すのか。\n空図の欠片を手に入れるために。,穿越瘴流域，目标是星之岛……为此而打倒星晶兽吗。为了得到空图的碎片。
12,バザラガ/巴萨拉卡,途方もない目的だが、\n不思議と無謀さは感じさせないな。,这是一个遥远的目的地，但奇怪的是，它不会让你感到鲁莽。
13,バザラガ/巴萨拉卡,姬塔、\nお前には危機を乗り越える力もある。\nだがいつか……,姬塔，你还拥有克服危机的力量。但总有一天……
14,バザラガ/巴萨拉卡,その小さき竜と蒼い髪の少女……\nどちらかを見捨てねばならない時、\nお前ならどうする？,那个小龙和蓝发少女……当不得不舍弃其中一人的时候，你会怎么做?
15,ビィ/碧,仮とはいえ縁起でもねーこと言うな！\n姬塔はそんな事になるような\nヘマはしねーっての！,虽说是假设，但是也不要说不吉利的话啊！姬塔是不会做那种事的!
16,バザラガ/巴萨拉卡,……いつか、時は来るものだ。\n俺がそうだったように。,……总有一天，经过时间的流逝总会到来的，就像我以前一样。
17,ルリア/露莉亚,バザラガさん……？,巴萨拉卡先生……?
18,バザラガ/巴萨拉卡,喋りすぎた。忘れてくれ。,话太多了，忘了吧。
19,バザラガ/巴萨拉卡,姬塔、提案がある。\nお前達の旅に俺も付き添おう。,姬塔，我有个提议。我会陪你们一起去。
20,ビィ/碧,おぉ？\nもしかしてオイラ達の騎空団が\nちょっと羨ましくなっちまったかぁ？,哦?难道你有点羡慕咱们的骑空团吗?
21,バザラガ/巴萨拉卡,さあな……\nいや、子供が危険な旅をしているのだ。\nそれを放っておくわけにもいくまい。,不知道……不，孩子们在危险的旅行中。也不能放任不管。
22,ビィ/碧,甘く見てもらっちゃ困るぜ！\nオイラ達を子供扱いすんじゃねえや！,别小看我!别把我们当小孩看待!
23,ルリア/露莉亚,でも、バザラガさんが\n一緒に来てくれると凄く頼もしいです！,但是，如果巴萨拉卡先生和我们一起去的话，感觉非常的可靠!
24,ビィ/碧,でもよぉ……\nツノ鎧はそんな事してていいのか？,但是啊……铁铠甲可以做这种事吗?
25,ビィ/碧,見たとこ、自由気ままな一人旅\nってワケじゃねえんだろ？,看起来，不是自由自在的一个人在旅行吧?
26,バザラガ/巴萨拉卡,ああ。この身はとある組織の物だ。\n決して自由ではない。,是啊。这个身体是某个组织的。向来都不自由。
27,バザラガ/巴萨拉卡,だが、お前達とともに戦うなら\n俺にとっては好都合だ。,但如果我和你们并肩作战的话对我来说是不错的。
28,ビィ/碧,まぁ、オイラ達も同感だけどよぉ。\nツノ鎧が持ってる武器も\nなんかスッゲェ物みてえだし……,嗯，我也有同感。铁凯所持有的武器看起来也很厉害……
29,バザラガ/巴萨拉卡,ああ。これは……\n星晶獣を倒すために作られた物だ。\n見ていろ。,是啊。这是……为了打倒星晶兽而制造的东西。看着吧。
30,バザラガ/巴萨拉卡,大鎌グロウノス！\n星の獣の血を啜り、\nその魂を刃となせ！,镰刀格劳诺斯!啜饮星之兽血，化其魂为刃!
31,,バザラガの言葉に呼応し、大鎌が輝く。\n星晶獣との戦いでバザラガが用いた\n大鎌の真の力であった。,响应巴萨拉卡的话，镰刀闪耀。是巴萨拉卡在与星晶兽的战斗中使用的大镰刀的真正力量。
32,ビィ/碧,うわっ！？\nいきなりなんだよ！？,怎么这么突然?
33,バザラガ/巴萨拉卡,この大鎌グロウノスは\n星晶獣の血を吸い、鋭さを増す。\nこれを磨き上げるのもまた俺の使命だ。,这把大镰刀格劳诺斯吸食星晶兽的血，锐利无比。打磨这个也是我的使命。
34,ビィ/碧,おいおい……ツノ鎧、\nもしかしてその『磨く』ってのが\n目的かぁ？,喂喂……角铠难道你的目的就是“磨”吗?
35,バザラガ/巴萨拉卡,さあな。,我不知道。
36,バザラガ/巴萨拉卡,ともあれ、\nいつかお前達の元を去る事になるが……\nそれまでの間、力を貸そう。,无论如何，总有一天我会离开你们的……但在那之前，让我祝你们一臂之力吧。
37,,こうして、大鎌の戦士バザラガが\n姬塔達の旅に加わった。,就这样，镰刀战士巴萨拉卡加入了姬塔的旅程。
38,,謎多き男が振るう大鎌は\n一行を幾度となく\n窮地から救うのであった。,神秘人挥舞的镰刀多次把他们从困境中解救出来。
40,ルリア/露莉亚,うーん……,嗯……
41,ビィ/碧,うん？　どしたんだぁ？　ルリア？,怎么了，露莉亚?
42,ルリア/露莉亚,さっきバザラガさんが言っていた、\n姬塔は私とビィさん、\nどっちを守るのかなって……,刚才巴萨拉卡先生说过，姬塔会保护我和碧中的哪一个呢……
43,ビィ/碧,気にしてんのかぁ？\n姬塔が仲間見捨てるような事\nするわけないじゃねえか。,你在乎吗?姬塔怎么可能做出抛弃同伴的事。
44,ルリア/露莉亚,ええと……\nその、ちょっと気になっただけです！\n縁起でもないですね！　あはは……,那个……那个，我只是有点在意而已!真不吉利!啊哈哈……
44-sel1_txt,,ルリアを守るよ,我会保护露莉亚
44-sel2_txt,,ビィを守るよ,我会保护碧的
45,ビィ/碧,あったりめえだ！\nオイラ、自分の事くらい守れらぁ！,哎呀真是的！我至少能保护自己啊。
46,ルリア/露莉亚,えへへ……嬉しいです……,嘿嘿……好高兴……
47,バザラガ/巴萨拉卡,ならば、その小さき竜は\n俺が守ろう。,那么，这只小龙就由我来保护吧。
48,ビィ/碧,へへん！　その必要はねえや！\nオイラだって結構やるんだぜ？,哼！没那必要！我自己也能做得很好啊！
49,バザラガ/巴萨拉卡,無理をするものではない。\nいざという時は\n俺の懐に隠れていろ。,不要勉强自己。出现意外的时候就躲在我的怀里。
50,ビィ/碧,んなっ！\nオイラ、そんなムサ苦しい真似\nごめんだぜ！,才不要呢！我可不想做那种苦逼的事情啊。
51,ビィ/碧,ばっきゃろう！\nそれじゃオイラが\n弱っちいみたいじゃねえか！,太白痴！那样的话，我不就显得弱不禁风了吗！
52,ルリア/露莉亚,あはは……\nビィさん……,啊哈哈……碧同学……
53,バザラガ/巴萨拉卡,ならば、蒼い髪の少女は\n俺がこの大鎌で守ろう。,那么，那位有着苍蓝头发的少女就由我用这把大镰刀来守护吧。
54,バザラガ/巴萨拉卡,そんな事が、\n起きないに越したことはないが……,最好是不要发生这样的事情才好啊……
55,バザラガ/巴萨拉卡,姬塔、もしも、\nお前の手が及ばない時があるなら……\nすぐに俺を頼れ。躊躇はするな。,姬塔，如果有时你无法自己应对的话……立刻依靠我。不要犹豫。
56,バザラガ/巴萨拉卡,お前は強い。\n慢心しているわけでもない。\n……だが、いつか……,你很强大。并不是在自满。……但是，总有一天……
57,バザラガ/巴萨拉卡,……喋りすぎたな。,……话太多了。
info,,,scene_fate_chr105_ep1
译者,,,祁琳w
