id,name,text,trans
67,シェロカルテ/榭洛科特,姬塔さん達は\n一緒じゃないんですね～\nということは……,姬塔小姐她们\n不在一起呢～\n是因为……
68,バザラガ/巴萨拉卡,ああ。\nこれを、いつものように頼む。,,啊。\n就像平常一样拜托了。
69,,バザラガは、何かの包みを\nシェロカルテへと渡す。,巴萨拉卡把一份包裹\n交给了榭洛科特。
70,シェロカルテ/榭洛科特,かしこまりました～\nしっかりとお届けしますね～,好的呢～\n我会好好送到的哦～
71,シェロカルテ/榭洛科特,でも、すぐ近くの方も\nいらっしゃいますが、\n自分でお会いになったりは～……,但是，就在附近也\n有一些人在……
72,バザラガ/巴萨拉卡,そのつもりはない。,我没打算见他们。
73,シェロカルテ/榭洛科特,そうですか……\nわかりました～,这样啊……\n明白了～
74,シェロカルテ/榭洛科特,でも実は、気になる話が\nありまして～……,但其实，有件事我想跟你\n说的～……,
76,ビィ/碧,おーいツノ鎧！\n……あれ？　よろず屋もいたのか。,喂～ツノ鎧！\n……啊？\n杂货店也在？
77,シェロカルテ/榭洛科特,こんにちは～,你好～
78,バザラガ/巴萨拉卡,依頼は終わったのか？,任务完成了吗？
79,ルリア/露莉亚,それが……\n街に入れなくて……,这个……\n城市无法进入……
80,バザラガ/巴萨拉卡,何？\nどういうことだ？,什么？\n怎么回事？
81,,姬塔達によると、届け先の\n街の周囲は、兵士によって\n固められていたらしい。,根据姬塔一行的说法，前往送货的\n城镇周围被士兵封锁了。
82,ビィ/碧,それで、外部の人間は\n街に入れなかったんだ。,碧,所以，外面的人无法\n进入城市。
83,バザラガ/巴萨拉卡,兵士が街を閉鎖？,巴萨拉卡,城市被士兵封锁？
84,シェロカルテ/榭洛科特,う～ん、とうとうそんなことに\nなってしまいましたか～……,嗯～，事情变成了\n这样啊～……
85,ルリア/露莉亚,シェロさん？\nどうかしたんですか？,榭洛小姐？\n怎么了
86,バザラガ/巴萨拉卡,よろず屋、何か知っているのか？,杂货店，你知道些什么？
87,シェロカルテ/榭洛科特,はい～先程、バザラガさんに\nお話しようとしていたことですが～……,嗯～刚才，我就\n想跟巴萨拉卡先生说的事情～……
88,シェロカルテ/榭洛科特,あの街、少し前から領主に仕える\n騎士団と市民との間で小競り合いが\n頻発していまして～,那个城市，前一阵子开始\n城主府所属的骑士团和市民之间发生了\n一些小冲突，一直都在频繁地发生着～
89,ビィ/碧,街を取り囲んでたのは\nその騎士団ってことか？,封锁城市的是\n那个骑士团吧？
90,シェロカルテ/榭洛科特,おそらくは～\nどうやら事態はかなり深刻な\nところまで来ているようですね～……,很有可能哦～\n看来事态已经变得相当严重了～……
91,ルリア/露莉亚,そんな……\n街の人達も困ってるんじゃ\nないでしょうか……？,这样……\n城市的居民们也会很困扰的吧……？
92,シェロカルテ/榭洛科特,そうですね～\n流通も滞りますし、いずれ近隣への\n影響も出て来ると思います～,嗯，是的哦～\n交通也会受到阻碍，而且最终\n可能会影响到附近的地区呢～
93,ビィ/碧,う～ん……\nそいつは大変そうだぜ。,唔……\n听起来很麻烦啊.
94,バザラガ/巴萨拉卡,……行くのか、姬塔。,……要去吗，姬塔？
94-sel1_txt,,行こう！,去！
94-sel2_txt,,うーん……,嗯……
95,ルリア/露莉亚,そうですね！\n困っている人がいるなら\nなんとかしないと！,是的！\n如果有人处于困境\n我们不能置之不理！
96,ビィ/碧,どうしたんだ？\n歯切れが悪いじゃねぇか。,怎么了？\n话说得不太顺畅啊。
97,ルリア/露莉亚,困っている人がいるなら\n放っておけないですよ！,如果有人处于困境，\n我们就不能不管！
98,ビィ/碧,そうそう！\n行ってみようぜ！,对对对！\n我们去看看吧！
99,バザラガ/巴萨拉卡,俺も同行しよう。,我也一起去吧。
100,ルリア/露莉亚,わーい！\nバザラガさんが一緒なら\n心強いです！,哇！\n有巴萨拉卡先生在，真是太好了！
101,シェロカルテ/榭洛科特,行くんですか～？,要去吗～？
102,バザラガ/巴萨拉卡,ああ。\n放ってはおけまい。,\n不能袖手旁观。
103,バザラガ/巴萨拉卡,それに、俺はこの騎空団の一員だ。\n危険が迫った時には\n守ってやらねばならん。,而且，我也是这个騎空団的一员。\n在危险来临时\n必须要保护好。
104,シェロカルテ/榭洛科特,……そうですね～\nでは、お気をつけて～,……这样啊～\n那就保重～
110,ルリア/露莉亚,そろそろ街が見えてくる\nはずですね。,城市应该快看到了吧。
111,バザラガ/巴萨拉卡,……止まれ。\n何か聞こえる。,……停下。\n听到了什么声音。
113,ビィ/碧,なんだか騒がしいなぁ……\n街の方か？,好像很吵……\n是城市里吗？
114,ルリア/露莉亚,あっ！　見て下さい！,啊！\n看！
115,兵士１/士兵１,覚悟しろっ！,准备好了！
116,傭兵１/佣兵１,貴様らの思い通りに\nなってたまるか！,我们可不会按照\n你们的想法行动！
117,兵士１/士兵１,生意気な！！,太放肆了！
120,ルリア/露莉亚,な、なんだか大騒ぎに\nなってます！,好、好像变得很吵了！
121,バザラガ/巴萨拉卡,よろず屋の言っていた、\n兵士と民衆の衝突というやつか……,好像是杂货店说的，\n士兵和市民之间的冲突……
122,傭兵１/佣兵１,くそ、数が多いな……\nだがこっちにはこれがある！,该死，他们人数太多了……\n但我们也有这个！
123,魔物,グガァァアアーー！！,呜呜啊啊！
124,兵士１/士兵１,なんだ！？\nあいつら、魔物を呼びやがったぞ！,什么！？\n他们，召唤了魔物！
125,兵士２/士兵２,ひぃっ！？\nなんてことをするんだ！！,唉！？\n他们到底在做什么！！
126,魔物,ガァアオオオーー！！,啊啊啊啊啊！！
127,ルリア/露莉亚,た、大変です！,糟糕了！
128,バザラガ/巴萨拉卡,このままでは\n無闇に犠牲が増える。,这样下去\n会增加无谓的牺牲。
129,ビィ/碧,行こうぜ！\nとにかく魔物を止めねぇと！,走吧！\n总之先制止魔物！
info,,,scene_ult_chr105_ep1_q1_s10
译者,,,祁琳w
