id,name,text,trans
57,ゼタ/泽塔,苦痛を感じないはずのあんたが\nぶっ倒れる程の力が、\nもう馴染んだってわけ……,明明你应该感受不到痛苦，却因为力量已经融合了而昏倒……
58,バザラガ/巴萨拉卡,むしろ、俺だから\nあの程度で済んだのだろう。,恰恰相反，可能是因为是我，才能轻易渡过那种程度的痛苦吧。
59,ゼタ/泽塔,何よそれ……,这是什么啊……
60,,ゼタは、険しい表情でうつむき\nアルベスの槍を握る手に\n視線を落とした。,（泽塔一脸严肃地低头，目光落在握着阿尔贝斯之枪的手上。）
61,バザラガ/巴萨拉卡,お前も気をつけろ。,你也要小心啊。
62,ゼタ/泽塔,……ユーステスは、あたし達の武器は\nそれぞれ異なる仕組みを持ってるって\n言ってたわ。,……尤斯缇斯说，我们的武器都有不同的机制。
63,バザラガ/巴萨拉卡,その可能性は確かに高い。\nだがそれでも……,这种可能性确实很高。但即便如此……
64,ゼタ/泽塔,わかってる。\n用心はしておくわよ。,我知道的。我会小心的。
70, バザラガ/巴萨拉卡, …………, …………
71, , ゼタと別れ、一人になった\nバザラガは、強い酒の入った\n杯をゆっくりと傾ける。, 和泽塔分别后，独自一人的\n巴萨拉卡，慢慢地喝下了装满\n浓酒的杯中之物。
72, バザラガ/巴萨拉卡, （大鎌グロウノス……\nこの馴染んだ力は最早、\n星晶獣と同等だ。それはつまり……）, （大镰刀格罗诺斯……\n这股适应了的力量，早已经与\n星晶兽不相上下了。也就是说……）
73, バザラガ/巴萨拉卡, （使い方によっては、俺自身の力が\n災いになりうるということ）, （根据使用的方式，我的力量\n可能会变成祸端）
74, バザラガ/巴萨拉卡, （……しかし、俺はもう決して\n己の力に溺れたり、\n振り回されたりはしない）, （……但是，我绝不会再沉迷于\n自己的力量中，也绝不会被摆布）
75, バザラガ/巴萨拉卡, あいつらの為に生きると、\n決めたからな。, 因为我决定要为他们而活下去。
76, , バザラガは静かに呟き、\n杯に残った酒を飲み干した。, 巴萨拉卡轻声自语，\n喝光了杯中余下的酒。
info,,,scene_ult_chr105_ep2_q3_s20
译者,,,
