id,name,text,trans
18,ゼタ/泽塔,ちょっと！\n狙われてんのはあんたなのよ！？\n何のこのこ出てきてんの！, 等一下！\n瞄准的可是你啊！？\n你这是准备干嘛！？
19,ベアトリクス/贝阿朵丽丝,お前、寝込んでたんじゃなかったのか？\nもう平気なのかよ？, 你不是还卧病在床吗？\n现在好了吗！？
20,ユーステス/尤斯缇斯,…………, …………
21,バザラガ/巴萨拉卡,お前達……, 你们……
22,ゼタ/泽塔,聞いてんの！？\n寝起きでふらふらうろつかれたら\n迷惑だって言ってんだけど！？, 你在听吗！？\n才睡醒就东倒西歪地晃来晃去的话\n会打扰别人的吧！？
23,ビィ/碧,そうだぞツノ鎧！\nお前は今はさがって……, 对，铁盔甲！\n你现在最好先退后一下……
24,バザラガ/巴萨拉卡,…………ふんっ！, …………哼！
27,ビィ/碧,うっひゃあー！？, 呜啊！？
28,,バザラガは、仲間達に向かって\nその大鎌を一振りする。, 巴萨拉卡挥舞着他的大镰刀\n朝着他的伙伴们挥了一下。
29,ビィ/碧,何すんだツノ鎧！！\n当たったらどうすんだよ！？, 铁盔甲你在搞什么！！\n要是打到了怎么办！？
30,バザラガ/巴萨拉卡,……はっ！, ……哼！
33,ビィ/碧,ひぃっ！！, 呀啊！！
34,ルリア/露莉亚,バザラガさんっ！\nどうしちゃったんですか！？, 巴萨拉卡先生！\n发生了什么！？
35,ゼタ/泽塔,あんたねぇ……！！, 你啊……！！
36,傭兵１/佣兵１,なんだぁ？\n仲間割れかよ！？, 怎么了？\n同伴之间打起来了吗！？
37,傭兵２/佣兵２,怪物は怪物だってことだろ？, 怪物就是怪物啊！
38,兵士１/士兵１,とにかく、最優先で排除\nしなければならないのは\nあの鎧の怪物だ。, 总之，我们必须首先消灭的\n是那个铠甲怪物。
39,兵士２/士兵２,我々の街を脅かす脅威……\n放っておくわけにはいかない！, 威胁着我们城市的危险……\n我们不能坐视不管！
40,バザラガ/巴萨拉卡,…………, …………
41,ゼタ/泽塔,あーーーもうっ！\nだからぁ！！\nこうなったら……, 啊啊啊啊啊！\n我说啊！！\n就这样了……
42,ビィ/碧,うりゃーーー！！, 呀啊啊啊！！
44,ルリア/露莉亚,とりゃーーー！！, 啊啊啊啊！！
46,バザラガ/巴萨拉卡,っ、な……！？, 呃……！？
47, ,バザラガに突進したビィとルリアは、\n渾身の力でその身体にしがみつく。,冲向巴萨拉卡的碧和露莉亚，\n用全身力气抓住了他的身体。
48,バザラガ/巴萨拉卡,お前達、何をしている？, 你们在干什么！？
49,ビィ/碧,ツノ鎧が、何かに操られてんのか\nわざとなのかは知らねぇけど、\n放っておけねぇ！！, 不知道是不是铁盔甲被控制了\n还是故意的，\n但我不能放任不管！！
50,ルリア/露莉亚,わざとなんだったら、それは\n絶対に、私達のためですよね！？, 如果是故意的，\n那肯定是为了我们的缘故，对吧！？
51,兵士１/士兵１,なんだ……？\n仲間割れをしたわけではないのか？, 怎么……？\n不是打起来了吗？
52,バザラガ/巴萨拉卡,……早く離れろ。, ……快离开。
53,ビィ/碧,断る！, 不！
54,ルリア/露莉亚,嫌です！, 不要！
55,バザラガ/巴萨拉卡,奴らの目的は俺だ。\nお前達はさっさとグランサイファーで\nここから離れろ。, 他们的目标是我。\n你们赶快用格兰赛法离开这里。
56,ビィ/碧,断るって言ってんだろ！, 我说了不！
57,バザラガ/巴萨拉卡,…………, …………
58,ベアトリクス/贝阿朵丽丝,なあ……\nあれ、放っておいて平気なのか？, 嘿……\n那个，就这样放任不管没问题吗？
59,ゼタ/泽塔,……まあ、今は少し様子を見よ。, ……嗯，现在就观望一会吧。
60,バザラガ/巴萨拉卡,俺のことは心配するな。もう平気だ。\nそもそも、この身体は特別製だ。, 不用担心我。我已经没事了。\n再说，这身体是特制的。
61,バザラガ/巴萨拉卡,奴らごときの攻撃など、\n痛みにはならん。, 就算是他们这样的攻击，\n我也不会受伤。
62,ルリア/露莉亚,そういう問題じゃないです！, 这不是问题的关键！
63, ,声を荒らげたルリアは、一層強い力で\nバザラガの腕にしがみつく。,声音变得激动的露莉亚 更加用力地\n抓住了巴萨拉卡的手臂。
64,ルリア/露莉亚,バザラガさんの身体は痛みを感じない\nかもしれませんが……心は別ですよね？, 巴萨拉卡先生的身体也许不会感到疼痛，\n但是内心却是另一回事对吧？
65,ルリア/露莉亚,何も悪くないのに、とっても優しい\n人なのに……こんな沢山の人に悪者\nみたいに言われて、攻撃されて……,明明什么也没做错，而且还是个很温柔的人……却被这么多人说成坏人，还受到攻击……
66,ルリア/露莉亚,悲しくないわけない……痛くない\nわけないです！\nだって、私は悲しいです！！, 并不是不会难过……并不是不会不疼痛……\n因为我感到很难过！！
67,ビィ/碧,ルリア……, 露莉亚……
68,バザラガ/巴萨拉卡,……俺が何かを悲しむとすれば、\nかつてと同じ過ちを繰り返すこと。, ……如果我感到伤心的话，\n那就是重蹈过去同样的错误。
69,バザラガ/巴萨拉卡,自分のせいで、\n仲間を傷つけることだ。\nだから……, 是因为自己而伤害到了同伴。\n所以……
71,ゼタ/泽塔,あーーーーもうっ！\nいつまでぐだぐだ言ってんの！？, 啊啊啊啊啊啊！\n你要继续啰嗦到什么时候啊！？
72,ゼタ/泽塔,あんたの所為で、ルリアちゃんは\n悲しい想いをしてんのよ！！\n今まさに傷つけてるってわからない！？, 都是因为你，露莉亚小姐正在感到难过！！\n你难道不明白你正在伤害她吗！？
73,ルリア/露莉亚,ゼタさん、私は……あの……, 泽塔小姐，我是……那个……
74,バザラガ/巴萨拉卡,……そうだな。, ……也是啊。
75,傭兵１/佣兵１,何をごちゃごちゃ言ってやがる！, 别说些没用的！
76,兵士１/士兵１,その鎧の怪物を引き渡す\nつもりがないのなら、\n全員容赦はしないぞ！, 如果你们不打算交出那个铠甲怪物，\n就不会手下留情！
77,ベアトリクス/贝阿朵丽丝,しつこいなぁ、もう！, 真是执着啊！真是的！
78,ゼタ/泽塔,ほら！　ちゃっちゃと突破して\nさっさとここから離脱するわよ！, 快！快冲破阻碍，\n赶快离开这里！
79,バザラガ/巴萨拉卡,相手は人間だ。\n手加減しろよ。, 对手是人类。\n手下留情点。
80,ゼタ/泽塔,言われるまでもないっての！, 无需你来说！
81,傭兵２/佣兵２,くそ……奴ら、くるぞ！？, 该死……他们来了！？
82,兵士２/士兵２,慌てるな！\n領主様の準備が整うまで\n持ちこたえれば……, 别慌！\n只要守住，\n直到领主的准备完成……
83,傭兵１/佣兵１,そうだったな。\nそれまでなんとかして……, 对，就是这样。\n在那之前想办法……
84,？？？,あー！\nツノのおじちゃんだ！, 啊啊！\n是角之大叔！
85,ビィ/碧,んん？\nなんだぁ？, 嗯嗯？\n什么事啊？
88,子供/孩子,おじちゃーん！, 大叔！
91,母親/母亲,駄目！\n危ないわよ！！, 不行！\n危险啊！！
92,ビィ/碧,あれって、この前街で\n泣いてた子供じゃねぇか？, 那个是，之前在街上哭的那个小孩吧？
93,ルリア/露莉亚,はい。それから、あの子の\nお母さんです。, 是的。还有，那个小孩的\n母亲。
94,傭兵１/佣兵１,なんだぁ？　このガキ……, 怎么了啊？ 这小鬼……
95,兵士１/士兵１,やめろ！\n一般市民だぞ！, 别动手！\n他可是普通市民！
96,ゼタ/泽塔,……ツノのおじちゃんって、\nあんたのこと？, ……角之大叔是指你吗？
97,バザラガ/巴萨拉卡,…………, …………
98,子供/孩子,あのね、僕ね、ツノのおじちゃんに\nありがとうって言いたかったんだ。, 那个啊，我啊，想对角之大叔说\n谢谢。
99,子供/孩子,だからここに来てね、\nそれでね、あのね……, 所以我就来了，\n然后，那个，嗯……
100,バザラガ/巴萨拉卡,……あの時、お前は泣いていた。\n俺が怖かったのではないのか？, ……那时，你哭了。\n我不是吓到你了吗？
101,子供/孩子,<span class='scene-font-4'>違うよ！</span>\nびっくりしちゃっただけで……, 不是的啦！\n只是被吓了一跳……
102,子供/孩子,ツノのおじちゃんは僕と\n蒼いお姉ちゃんを守ってくれたんだ。\nだから、ありがとう！, 角之大叔保护了我和\n蓝色的姐姐。所以，谢谢！
103,バザラガ/巴萨拉卡,そうか……, 原来如此……
104,ルリア/露莉亚,ふふふっ！\nバザラガさんは、とっても強くて\n優しいんですよ！, 嘿嘿嘿！\n巴萨拉卡先生，非常强壮而且\n非常温柔哦！
105,子供/孩子,うん！\nかっこよかった！, 对！\n好帅气！
106,母親/母亲,え……バザラガ……？, 嗯……巴萨拉卡……？
107,ゼタ/泽塔,なんだか良くわかんないんだけど、\nとにかくここにいたら危ないわよ。, 我也不太明白，但总之待在这里很危险。
108,ルリア/露莉亚,そうですよね！\nえっと、急いでください！, 对呀！\n那个，快点啊！
111,兵士３/士兵３,伝令！\n領主様のご準備が整ったぞ！,传令！\n领主大人准备完毕！
112,傭兵１/佣兵１,ようやくか！, 终于到了！
113,兵士１/士兵１,総員退避！\n巻き込まれないように、\n速やかにこの場を離れろ！,全员撤离！\n尽快离开这里，\n别被牵连进去！
115,ゼタ/泽塔,兵士達がひいていく……？,士兵们正在撤退……？
116,ベアトリクス/贝阿朵丽丝,あいつら、諦めたのか？,他们放弃了吗？
117,ユーステス/尤斯缇斯,油断するな。, 别掉以轻心。
118,バザラガ/巴萨拉卡,ああ。\n何か来るぞ。, 啊。有什么东西来了。
119,？？？,ォォ――――！,喔喔——！
120,ルリア/露莉亚,っ、これは……！,这是……！
121,ビィ/碧,おい、ルリア。\nもしかして……,喂，露莉亚。难道……
122,ルリア/露莉亚,間違いありません。\n星晶獣の気配です！,毫无疑问。那是星晶兽的气息！
123,バザラガ/巴萨拉卡,相手が星晶獣ならば、\n俺の出番だな。,如果是星晶兽的话，\n那就轮到我上场了。
124,ゼタ/泽塔,何言ってんのよ。\nあんたは病み上がりなんだし\n下がってたら？,你现在还在康复中，\n难道不应该退后吗？
125,バザラガ/巴萨拉卡,生憎だが、絶好調だ。,很遗憾，我现在状态绝佳。
126,ベアトリクス/贝阿朵丽丝,なんだとぉ！？\n手柄は私のもんだ！,什么！？\n功劳是我的！
127,ユーステス/尤斯缇斯,おい、よそ見をするなよ。,嘿，不要四处看啊。
128,ルリア/露莉亚,来ますっ！！,来了！！
129,バザラガ/巴萨拉卡,おいビィ、今度こそ\n俺の懐に隠れているか？,喂，碧，这次\n你要躲到我的怀里吗？
130,ビィ/碧,だからぁ！\nそういうのいらねぇって\n言ってんだろ！,我不要啦！\n我说了不需要这样！
131,バザラガ/巴萨拉卡,そうか。,是吗。
134,バザラガ/巴萨拉卡,大鎌グロウノス！\n星の獣の血を啜り、\nその魂を刃となせ！,大镰刀格洛诺斯！\n啜饮星兽的血，\n化其魂为刃！
info,,,scene_ult_chr105_ep2_q3_s10
译者,,,祁琳w
