id,name,text,trans
21,兵士１/士兵１,領主様も対抗策を講じていらっしゃるが\nそれにも後少し時間がかかる。,城主也在采取对策，但还需要一点时间。
22,ルリア/露莉亚,対抗策？\nどんなのですか？,对策？是什么样的对策？
23,兵士２/士兵２,おい！\nそれは話す必要ないだろ！,喂！那种事不需要讨论！
24,兵士１/士兵１,あ、ああ。すまない！,啊，对不起！
25,バザラガ/巴萨拉卡,…………,…………
26,兵士１/士兵１,ともかく、俺達も必死で街の\n治安維持に努めているがキリがない。,总之，我们也在竭尽全力维护城市的治安，但情况仍然很糟糕。
27,兵士２/士兵２,このままでは、普通に暮らしている\n一般市民にも犠牲が出かねない。,这样下去，普通市民也许会成为牺牲品。
28,ビィ/碧,う～ん、そいつぁ大変だなぁ。,嗯……看来情况很严重啊。
29,兵士１/士兵１,そうだ！\n君達は随分腕が立つようだし\n良かったら我々に協力してくれないか？,是的！你们似乎很有实力，要不要来帮助我们？
30,ルリア/露莉亚,えっと、私達は……,嗯，我们是……
31,バザラガ/巴萨拉卡,待て。,等等。
32,ビィ/碧,ん？\nツノ鎧、どうかしたのか？,嗯？巴萨拉卡，怎么了？
33,バザラガ/巴萨拉卡,少し前に来た時には、街に入ることも\nできなかったと聞いた。閉鎖していた\nのは、お前達ではないのか？,我听说你们一段时间前来的时候，连城市都进不了。城市封锁不是因为你们吗？
34,兵士１/士兵１,ああ、そうだが？,是的，但……
35,バザラガ/巴萨拉卡,何の為だ？,这是为了什么？
36,兵士２/士兵２,街の混乱に乗じて、更にならず者が\n入り込んできたら大変だからな。,为了防止混乱中更多的坏人混进来。
37,兵士１/士兵１,それに、反乱の首謀者に\n逃げられるのも防ぎたい。,而且，我们也想防止反叛首领逃跑。
38,バザラガ/巴萨拉卡,……そうか。,……原来如此。
39,ルリア/露莉亚,バザラガさん？\nどうかしたんですか？,巴萨拉卡先生？发生什么事了吗？
40,バザラガ/巴萨拉卡,そもそも、市民の反乱の\n原因は何なんだ？,首先，市民的反叛是为了什么？
41,兵士１/士兵１,は？　何を言ってるんだ？,嗯？你在说什么？
42,バザラガ/巴萨拉卡,市民達は、何故領主を\n殺そうとしている？\n原因があるんじゃないのか？,市民们为什么要暗杀城主？难道没有原因吗？
43,兵士２/士兵２,おい、お前……,喂，你……
44,兵士１/士兵１,何が言いたい！？,你想说什么！？
45,ビィ/碧,お、おいツノ鎧？\nそんな言い方したら……,喂，铁铠甲？你这样说……
46,,バザラガの威圧感に、\n兵士達の間に訝しむような\n空気が広がっていく。,巴萨拉卡的威压让士兵们之间产生了疑惑的氛围。
47,兵士２/士兵２,お前、もしかして\nあいつらの味方なのか！？,你，难道是他们的同伙！？
48,兵士１/士兵１,スパイか！？,是间谍吗！？
50,,兵士達は、好意的だった\n態度を一変させ、\n一行に向かって剣を構える。,士兵们的态度突然转变，指向一行，准备战斗。
51,ビィ/碧,ちょ、ちょっと待ってくれよ！\nオイラ達は別に……,等、等一下！我们并不……
52,兵士１/士兵１,うるさいっ！　そもそもそんな鎧で\n顔を隠しているのも怪しい。\nまともじゃない！,闭嘴！首先，用那种铠甲遮住脸也很可疑。不正常！
53,バザラガ/巴萨拉卡,……なるほどな。\n確かにその通りだ。,……原来如此。确实如此。
54,ルリア/露莉亚,だ、だめですよバザラガさん！\nそんなこと言っちゃ……,巴萨拉卡先生！请不要这样说……
55,兵士２/士兵２,大人しくしろ！,安静点！
56,ビィ/碧,おいおい！\n大変だぞ！？,喂喂！现在可不是时候！？
60,兵士３/士兵３,大変だ！！,糟了！！
61,兵士１/士兵１,おい、どうした！？,喂，怎么了！？
62,兵士３/士兵３,傭兵達が攻めてきた！\nすごい数で……魔物も出ていてまずい\n状況だ！　すぐに来てくれ！！,雇佣兵袭击了！数量惊人……而且还有魔物出现！情况非常糟糕！快来支援！！
63,兵士２/士兵２,くそっ！\n行くぞ！！,该死！走！！
65,ルリア/露莉亚,また、魔物が出たって\n言ってましたよね？,又说出现了魔物了对吧？
66,ビィ/碧,なんだか大変みてぇだ！\nオイラ達も行かねぇと！,好像情况很糟糕！我们也得去！
67,バザラガ/巴萨拉卡,待て！,等等！
68,ビィ/碧,何だってンだよ、ツノ鎧！\n急がねぇと……,你怎么了，铁铠甲！现在不走的话……
69,バザラガ/巴萨拉卡,お前達、行ってどうするつもりだ？,你们准备干什么？
69-sel1_txt,,戦う！,战斗！
69-sel2_txt,,助ける！,帮助！
70,バザラガ/巴萨拉卡,誰とだ？\n何と戦うつもりだ？,跟谁战斗？打算帮助谁？
71,ビィ/碧,おい……\nツノ鎧、さっきから怖いぞ？\nどうしたってんだよ！？,喂……铁铠甲，你怎么了？从刚才开始就很奇怪，怎么了！？
72,バザラガ/巴萨拉卡,…………,…………
73,ルリア/露莉亚,そうですね。\n魔物が暴れて、怪我する人が\n出たら大変です！,是的。魔物如果肆虐，会有人受伤的！
74,バザラガ/巴萨拉卡,そうか。\nそれならいいが……,是吗。那就好……
75,バザラガ/巴萨拉卡,相手を叩き潰すことを目的にするな。\nその為に掲げる正義は、実を失う。,不要为了打败对手而战斗。以这种正义为名义，最终会失去真正的意义。
76,ルリア/露莉亚,バザラガさん……？,巴萨拉卡先生……？
77,バザラガ/巴萨拉卡,お前は……その力を何のために\n振るうのか、それを見失うなよ。,你……为了什么而使用你的力量，不要迷失自己。
83,兵士１/士兵１,この先へ通すな！,不许你们再往前走！
85,傭兵１/佣兵１,一気に攻めろ！！,一鼓作气！！
86,魔物,グガァァアアーー！！,呜咽咆哮！！
90,兵士２/士兵２,うわぁああっ！！,呜哇啊啊！！
92,ビィ/碧,ひえぇ……\nこいつぁひでぇ！,啊啊……好可怕！
93,ルリア/露莉亚,な、なんとかしないと……！,我、我得想办法……！
94,バザラガ/巴萨拉卡,慌てるな。\nやるべきことはわかっているか？,不要慌张。你知道应该做什么吗？
95,ルリア/露莉亚,あ……はい！\nまずは魔物をなんとか\nしましょう！,是的……我知道！首先得解决魔物！
96,ビィ/碧,そうだな！　呼び出した傭兵達でも\n制御できなくなってきて\nやがるしな！　いこうぜ！,是啊！连召唤来的雇佣兵也控制不住了！我们走吧！
info,,,scene_ult_chr105_ep1_q2_s10
译者,,,祁琳w
